代码,名称,日期,周收益(%),近一月(%),近三月(%),近半年(%),近一年(%),总收益(%),净值
513100,国泰纳斯达克100(QDII-ETF),2026-04-28,2.04,4.39,15.84,2.10,0.50,825.65,--
561750,博时中证A50ETF,2026-04-29,0.48,4.38,7.11,2.81,2.69,21.43,1.21
560820,新华中证A50ETF,2026-04-29,0.48,4.38,7.07,2.81,2.73,24.75,1.25
512180,建信MSCI中国A股国际通ETF,2026-04-29,0.24,4.37,6.68,0.62,1.88,76.04,1.76
159355,华宝中证800红利低波动ETF,2026-04-29,0.98,4.37,-0.34,2.59,1.88,10.45,1.07
159925,南方沪深300ETF,2026-04-29,0.29,4.36,7.09,1.51,2.13,125.05,4.86
513390,博时纳斯达克100ETF,2026-04-28,2.05,4.34,15.83,2.09,0.44,107.50,--
159528,富国中证国有企业改革ETF,2026-04-29,1.12,4.34,5.53,-1.82,2.67,25.48,1.25
159623,博时成渝经济圈ETF,2026-04-29,-2.29,4.33,5.30,1.12,2.68,9.51,1.06
512380,MSCI中国,2026-04-29,0.23,4.32,6.69,0.54,1.86,66.76,1.67
510350,沪深300ETF工银,2026-04-29,0.30,4.32,7.14,1.50,2.27,44.41,5.04
159632,华安纳斯达克100ETF(QDII),2026-04-28,2.03,4.32,15.80,2.04,0.40,109.99,--
589070,天弘上证科创板芯片设计主题ETF,2026-04-29,2.81,4.31,19.48,4.88,4.31,4.31,1.04
159916,建信深证基本面60ETF,2026-04-29,2.21,4.30,6.73,-0.25,1.45,192.63,5.37
515660,国联安沪深300ETF,2026-04-29,0.27,4.29,7.04,1.47,2.02,54.42,5.98
510380,国寿安保沪深300ETF,2026-04-29,0.31,4.28,7.18,1.57,2.30,42.60,1.43
159209,招商中证全指红利质量ETF,2026-04-29,0.19,4.28,1.75,-6.85,5.66,25.75,1.23
159653,国联安ESG300ETF,2026-04-29,0.29,4.27,6.45,0.88,2.47,25.48,1.25
517180,南方富时中国国企开放共赢ETF,2026-04-29,1.75,4.26,0.08,0.85,4.29,72.25,1.57
159659,招商纳斯达克100ETF(QDII),2026-04-28,2.03,4.26,15.80,2.12,0.52,99.19,--
510310,易方达沪深300ETF,2026-04-29,0.25,4.26,6.98,1.43,1.95,148.51,4.67
515350,民生加银沪深300ETF,2026-04-29,0.25,4.26,6.96,1.47,1.85,60.43,6.45
512390,平安MSCI中国A股低波动ETF,2026-04-29,0.31,4.24,4.39,0.10,4.27,65.11,1.26
159941,广发纳指100ETF,2026-04-28,1.96,4.22,15.69,1.96,0.41,455.68,--
513110,华泰柏瑞纳斯达克100ETF(QDII),2026-04-28,2.04,4.21,15.77,2.01,0.25,112.69,--
562070,华宝沪深300增强策略ETF,2026-04-29,0.23,4.20,6.36,1.31,4.54,4.54,1.05
510360,广发沪深300ETF,2026-04-29,0.26,4.20,7.02,1.42,1.84,83.28,1.83
510330,华夏沪深300ETF,2026-04-29,0.24,4.18,6.95,1.36,1.85,157.91,5.02
510130,易方达上证中盘ETF,2026-04-29,0.40,4.16,4.71,-1.26,1.06,154.30,7.42
159138,易方达中证工程机械主题ETF,2026-04-29,3.35,4.15,8.88,1.29,4.15,4.15,1.04
159919,嘉实沪深300ETF,2026-04-29,0.24,4.15,6.94,1.33,1.81,133.85,5.03
510300,华泰柏瑞沪深300ETF,2026-04-29,0.25,4.15,6.95,1.35,1.84,124.98,4.83
510210,上证综指ETF,2026-04-29,-0.14,4.14,4.71,-1.20,3.21,118.20,1.03
515390,华安沪深300ETF,2026-04-29,0.24,4.13,6.93,1.32,1.81,39.85,1.40
563520,沪深300ETF永赢,2026-04-29,0.23,4.12,6.92,1.29,1.73,23.31,1.23
159717,ESGETF,2026-04-29,0.29,4.12,6.31,0.80,2.48,11.09,1.11
515330,天弘沪深300ETF,2026-04-29,0.25,4.11,6.95,1.30,1.78,38.35,1.38
510320,中金沪深300ETF,2026-04-29,0.22,4.05,6.77,1.27,1.69,29.60,1.30
563930,招商上证综合增强策略ETF,2026-04-29,0.25,4.05,5.87,-1.38,4.13,4.13,1.04
512240,鹏华中证A50ETF,2026-04-29,0.51,4.04,6.93,2.58,2.34,20.05,1.20
563180,高股息,2026-04-29,3.00,4.02,2.26,0.91,3.74,17.75,1.18
159719,平安富时中国国企开放共赢ETF,2026-04-29,1.70,4.01,-0.01,0.74,4.01,67.58,1.68
515310,添富沪深300ETF,2026-04-29,0.22,3.97,6.83,1.22,1.65,43.49,1.43
512360,平安MSCI中国A股国际ETF,2026-04-29,0.21,3.92,6.66,0.26,1.31,85.62,1.86
561580,华泰柏瑞中证中央企业红利ETF,2026-04-29,0.32,3.88,-0.26,1.26,3.59,39.56,1.26
515090,博时可持续发展100ETF,2026-04-29,0.69,3.85,5.97,2.52,1.24,40.82,1.41
510980,汇添富上证综合ETF,2026-04-28,0.36,3.85,4.58,-1.21,2.74,42.28,--
561300,国泰沪深300增强策略ETF,2026-04-29,0.40,3.79,5.68,0.19,2.44,3.33,1.03
518680,富国上海金ETF,2026-04-29,-3.67,3.73,1.50,-19.10,11.10,140.92,10.08
510370,兴业沪深300ETF,2026-04-29,0.22,3.72,6.90,1.10,1.35,7.03,1.07
159830,天弘上海金ETF,2026-04-29,-3.67,3.71,1.49,-19.11,11.06,150.32,10.05
517380,天弘恒生沪深港创新药精选50ETF,2026-04-29,-1.08,3.71,3.52,-3.43,-6.37,-23.90,0.76
159834,南方上海金ETF,2026-04-29,-3.67,3.63,1.50,-19.15,10.92,145.43,10.05
518860,建信上海金ETF,2026-04-29,-3.67,3.61,1.48,-19.15,10.91,129.44,9.66
159831,嘉实上海金ETF,2026-04-29,-3.68,3.59,1.46,-19.17,10.87,144.67,9.73
518600,广发上海金ETF,2026-04-29,-3.68,3.59,1.46,-19.18,10.88,132.24,10.04
518890,中银黄金,2026-04-29,-3.68,3.59,1.47,-19.18,10.88,132.07,9.65
518850,华夏黄金ETF,2026-04-29,-3.74,3.55,1.59,-18.76,10.53,150.07,9.71
159791,华夏沪深300ESG基准ETF,2026-04-29,0.37,3.54,6.08,0.85,1.34,13.40,1.13
561900,招商沪深300ESG基准ETF,2026-04-29,0.34,3.52,5.94,0.83,1.32,0.95,1.01
518660,黄金ETF工银,2026-04-29,-3.74,3.52,1.59,-18.80,10.51,149.98,9.65
159332,富国中证中央企业红利ETF,2026-04-29,0.26,3.47,-0.42,0.89,2.90,28.19,1.23
516550,嘉实中证大农业ETF,2026-04-29,2.10,3.47,1.37,-1.46,7.02,-20.59,0.79
560180,南方沪深300ESG基准ETF,2026-04-29,0.36,3.45,5.95,0.85,1.38,21.54,1.22
515750,富国中证科技50策略ETF,2026-04-29,-0.92,3.43,7.58,-2.31,-3.55,87.19,1.87
520680,南方中证港股通汽车产业主题ETF,2026-04-29,-3.32,3.41,1.96,3.41,3.41,3.41,1.03
512530,建信沪深300红利ETF,2026-04-29,1.47,3.38,0.93,3.99,2.37,64.29,1.64
159934,易方达黄金ETF,2026-04-29,-3.75,3.38,1.55,-18.88,10.28,288.52,10.06
518800,国泰黄金ETF,2026-04-29,-3.75,3.38,1.55,-18.88,10.28,259.84,10.09
518880,华安黄金ETF,2026-04-29,-3.75,3.37,1.55,-18.89,10.27,263.73,9.63
159812,前海开源黄金ETF,2026-04-29,-3.75,3.35,1.55,-18.90,10.25,146.81,9.59
159937,博时黄金ETF,2026-04-29,-3.75,3.34,1.54,-18.89,10.21,277.20,9.61
159019,华宝国证石油天然气ETF,2026-04-29,3.09,3.29,3.29,3.29,3.29,3.29,1.03
512550,嘉实富时中国A50ETF,2026-04-29,0.36,3.28,7.54,4.57,1.91,87.09,1.87
159673,鹏华沪深300ETF,2026-04-28,-0.05,3.28,5.94,1.27,2.19,30.70,--
515450,南方标普中国A股大盘红利低波50ETF,2026-04-29,1.15,3.22,0.76,1.36,2.39,101.52,1.45
159026,南方国证石油天然气ETF,2026-04-29,3.08,3.09,3.09,3.09,3.09,3.09,1.03
159188,景顺长城标普中国A股红利100ETF,2026-04-29,0.66,3.06,3.06,3.06,3.06,3.06,1.03
589270,前海开源上证科创板100ETF,2026-04-29,1.71,3.06,3.06,3.06,3.06,3.06,1.03
159545,易方达恒生港股通高股息低波动ETF,2026-04-29,1.00,3.04,1.61,-3.34,1.59,57.34,1.46
513950,富国恒生港股通高股息低波动ETF(QDII),2026-04-29,0.99,3.02,1.57,-3.30,1.56,59.49,1.40
520550,招商恒生港股通高股息低波动ETF,2026-04-29,0.99,2.96,1.60,-3.27,1.52,25.97,1.21
159708,红利ETF,2026-04-29,1.87,2.94,5.12,-4.00,3.93,-10.80,0.89
515760,华夏中证浙江国资创新发展ETF,2026-04-29,1.57,2.94,3.02,-4.14,0.48,44.21,1.44
515300,嘉实沪深300红利低波动ETF,2026-04-29,1.49,2.92,-0.16,3.07,1.49,71.84,1.34
159965,国联央视50ETF,2026-04-29,0.75,2.88,3.77,-0.66,3.61,68.38,1.68
562530,华夏中证智选1000价值稳健策略ETF,2026-04-29,-1.02,2.83,1.29,-5.04,1.36,35.50,1.35
513780,景顺长城中证港股通创新药ETF,2026-04-29,-4.46,2.83,1.86,-6.03,-8.04,58.57,1.59
520700,万家中证港股通创新药ETF,2026-04-29,-4.50,2.79,1.83,-6.09,-8.19,52.75,1.53
159905,红利ETF工银,2026-04-29,1.89,2.79,4.99,-4.04,3.58,119.79,1.85
520720,国泰中证港股通汽车产业主题ETF,2026-04-29,-3.29,2.78,1.95,1.56,-4.35,-5.34,0.95
520970,嘉实中证港股通创新药ETF,2026-04-29,-4.53,2.77,1.82,-6.13,-8.21,-14.58,0.85
520890,华泰柏瑞恒生港股通高股息低波动ETF,2026-04-29,0.98,2.76,1.54,-3.51,1.13,46.15,1.46
513120,广发中证香港创新药(QDII-ETF),2026-04-29,-4.53,2.76,1.76,-5.88,-7.93,23.48,1.23
159185,鹏华中证港股通信息技术综合ETF,2026-04-29,2.51,2.75,2.75,2.75,2.75,2.75,1.03
520600,广发中证港股通汽车ETF,2026-04-29,-3.24,2.73,2.05,1.51,-4.21,27.93,1.28
159018,广发国证石油天然气ETF,2026-04-29,2.70,2.72,2.72,2.72,2.72,2.72,1.03
159307,博时中证红利低波100ETF,2026-04-29,0.83,2.68,0.19,0.28,1.35,17.05,1.07
159210,汇添富中证港股通汽车产业主题ETF,2026-04-29,-3.25,2.67,1.93,1.51,-4.59,5.11,1.05
159323,华夏中证港股通汽车产业主题ETF,2026-04-29,-3.28,2.66,1.93,1.47,-4.50,32.09,1.32
159748,富国中证沪港深创新药产业ETF,2026-04-29,-1.10,2.62,3.14,-3.09,-6.79,-23.52,0.76
517120,华泰柏瑞中证沪港深创新药产业ETF,2026-04-29,-1.05,2.59,2.99,-3.08,-6.53,-31.12,0.69
511180,海富通上证投资级可转债ETF,2026-04-29,-0.74,2.49,2.55,-3.58,2.39,30.21,13.02
516970,广发中证基建工程ETF,2026-04-29,-1.56,2.49,-0.50,-4.20,-0.94,21.03,1.21
159237,港股汽车ETF工银,2026-04-29,-3.22,2.45,1.87,1.23,-4.69,9.23,1.09
563510,易方达中证A500红利低波动ETF,2026-04-29,0.99,2.43,-0.07,1.28,1.70,1.70,1.02
520780,华宝中证港股通汽车产业主题ETF,2026-04-29,-3.24,2.43,1.91,1.27,3.72,3.72,1.04
159549,天弘中证红利低波动100ETF,2026-04-29,0.81,2.43,0.14,0.07,0.76,22.67,1.23
562810,嘉实上证综合增强策略ETF,2026-04-29,0.79,2.35,6.48,-0.95,-0.96,19.21,1.18
159622,创新药ETF沪港深,2026-04-29,-1.15,2.34,2.86,-3.41,-7.51,7.91,1.08
159547,华夏中证红利低波动ETF,2026-04-29,0.08,2.32,1.12,2.31,1.12,24.46,1.23
560570,国联安中证A500红利低波ETF,2026-04-29,1.04,2.31,0.10,1.24,1.71,3.52,1.03
159218,招商中证卫星产业ETF,2026-04-29,-6.76,2.28,7.47,-10.44,41.96,78.40,1.78
512150,A50ETF,2026-04-29,0.14,2.27,6.72,3.73,0.45,97.09,1.96
517110,国泰中证沪港深创新药产业ETF,2026-04-29,-1.22,2.22,2.91,-3.35,-6.96,-27.40,0.73
159525,富国中证红利低波动ETF,2026-04-29,0.11,2.19,1.21,2.43,0.51,11.56,1.12
563530,易方达中证卫星产业ETF,2026-04-29,-6.95,2.16,7.46,-10.47,45.78,45.78,1.46
561000,华安沪深300增强策略ETF,2026-04-29,1.20,2.15,7.46,0.26,0.22,32.46,1.32
560150,红利TK,2026-04-29,0.10,2.10,1.12,2.37,0.46,20.30,1.15
515100,景顺长城中证红利低波动100ETF,2026-04-29,0.80,2.10,0.09,-0.25,0.29,110.46,1.46
512630,广发中证卫星产业ETF,2026-04-29,-6.97,2.08,7.33,-10.60,41.18,46.39,1.46
159655,华夏标普500ETF(QDII),2026-04-28,1.41,2.07,11.05,0.90,-0.08,77.55,--
563020,易方达中证红利低波动ETF,2026-04-29,0.09,2.04,1.05,2.29,0.70,30.94,1.20
517300,国寿安保中证沪港深300ETF,2026-04-29,0.10,2.02,6.47,-1.61,-0.54,-3.69,0.96
563230,富国中证卫星产业ETF,2026-04-29,-6.92,2.01,7.26,-10.73,41.48,46.25,1.46
159510,华夏中证智选300价值稳健策略ETF,2026-04-29,0.38,2.00,2.80,0.38,1.33,29.83,1.30
560270,电力ETF工银,2026-04-29,0.29,2.00,-4.42,2.00,2.00,2.00,1.02
530180,易方达上证180ETF,2026-04-29,1.06,1.93,5.43,-2.91,-0.88,21.17,1.21
159013,大成中证工业互联网主题ETF,2026-04-29,1.92,1.92,1.92,1.92,1.92,1.92,1.02
511520,富国中债7-10年政策性金融债ETF,2026-04-29,-0.08,1.92,0.74,1.46,1.87,16.96,116.97
560520,大成中证红利低波动100ETF,2026-04-29,0.79,1.91,0.07,-0.32,0.11,13.84,1.14
512890,华泰柏瑞中证红利低波动ETF,2026-04-29,0.43,1.89,1.20,2.54,0.82,139.34,1.20
159612,国泰标普500ETF,2026-04-28,1.09,1.87,11.35,0.77,0.42,81.77,--
159228,长城中证红利低波100ETF,2026-04-29,0.78,1.87,0.08,-0.48,0.08,5.42,1.05
511270,海富通上证10年期地方政府债ETF,2026-04-29,-0.08,1.85,0.73,1.23,1.99,43.69,119.18
513190,华夏中证港股通内地金融ETF,2026-04-29,1.12,1.84,6.12,-3.78,2.79,81.09,1.81
513650,南方标普500ETF(QDII),2026-04-28,1.04,1.80,11.14,0.62,0.36,76.35,--
530580,南方上证180ETF,2026-04-29,1.05,1.79,5.31,-3.07,-1.00,19.88,1.20
563590,国寿安保中证A500红利低波动ETF,2026-04-29,0.97,1.79,-0.14,0.79,0.59,0.59,1.01
513500,博时标普500ETF,2026-04-28,1.10,1.78,11.31,0.70,0.34,363.10,--
517030,易方达中证沪港深300ETF,2026-04-29,0.02,1.78,6.17,-1.92,-1.09,15.55,1.16
561680,平安中证A500红利低波动ETF,2026-04-29,0.97,1.78,-0.15,0.77,0.69,2.06,1.02
517100,富国中证沪港深500ETF,2026-04-29,-0.19,1.75,5.55,-3.83,-1.12,5.10,1.05
159296,华宝中证A500红利低波动ETF,2026-04-29,0.96,1.72,-0.20,0.73,0.84,2.08,1.02
510670,华夏上证180ETF,2026-04-29,1.08,1.71,5.38,-3.08,-1.35,0.34,1.00
515640,华夏中证全指家用电器ETF,2026-04-29,1.68,1.71,1.71,1.71,1.71,1.71,1.02
563690,红利低波ETF永赢,2026-04-29,0.09,1.70,0.94,2.04,-0.20,3.96,1.04
517000,沪港深,2026-04-29,-0.18,1.62,5.32,-3.74,-1.15,4.11,1.04
589720,国泰上证科创板创新药ETF,2026-04-29,-4.71,1.62,2.78,0.00,-3.52,-9.94,0.90
560650,核心50ETF,2026-04-29,-0.02,1.61,4.50,-0.80,-1.58,6.20,1.06
159577,汇添富MSCI美国50ETF,2026-04-28,2.29,1.56,14.93,1.56,-0.58,46.91,--
511090,鹏扬中债-30年期国债ETF,2026-04-29,-0.64,1.55,1.73,1.01,-1.29,23.77,116.08
517010,易方达中证沪港深500ETF,2026-04-29,-0.12,1.54,5.59,-4.03,-1.59,15.32,1.15
159192,汇添富中证家电龙头ETF,2026-04-29,1.52,1.52,1.52,1.52,1.52,1.52,1.02
159178,汇添富国证消费电子主题ETF,2026-04-29,1.52,1.52,1.52,1.52,1.52,1.52,1.02
560470,易方达中证细分有色金属产业主题ETF,2026-04-29,1.51,1.51,1.51,1.51,1.51,1.51,1.02
561990,招商沪深300增强策略ETF,2026-04-29,0.28,1.50,5.98,-1.03,-0.27,6.76,1.07
159621,国泰MSCI中国A股ESG通用ETF,2026-04-29,0.42,1.49,5.73,0.41,-1.34,18.83,1.19
510020,博时上证超大盘ETF,2026-04-29,2.96,1.47,7.86,0.35,-0.87,47.47,4.00
513850,易方达MSCI美国50ETF(QDII),2026-04-28,2.22,1.47,14.62,1.47,-0.47,63.63,--
516810,华夏中证农业主题ETF,2026-04-29,0.51,1.41,-0.79,-2.44,3.45,-13.67,0.86
511060,海富通上证5年期地方政府债ETF,2026-04-29,0.04,1.41,0.53,0.95,1.73,25.79,107.74
159972,5年地债,2026-04-29,0.07,1.40,0.57,0.95,1.69,28.45,118.76
530680,兴业上证180ETF,2026-04-29,0.80,1.39,4.95,-3.39,-1.43,19.73,1.18
511260,上证10年期国债ETF,2026-04-29,-0.05,1.39,0.61,0.87,1.30,38.17,135.30
517170,华夏中证沪港深500ETF,2026-04-29,-0.17,1.39,5.17,-4.15,-1.77,4.55,1.05
560630,万家中证机器人ETF,2026-04-29,0.13,1.36,10.32,-3.57,-0.67,13.89,1.14
512620,天弘中证农业主题ETF,2026-04-29,0.51,1.36,-0.82,-2.50,2.44,2.44,1.02
589120,汇添富上证科创板创新药ETF,2026-04-29,-4.78,1.35,2.54,-0.22,-4.27,-16.96,0.83
511100,华夏上证基准做市国债ETF,2026-04-29,-0.31,1.34,0.98,0.93,0.49,8.68,108.68
510180,华安上证180ETF,2026-04-29,0.92,1.33,5.03,-3.46,-1.59,424.04,4.08
530080,天弘上证180ETF,2026-04-29,0.93,1.33,5.00,-3.47,-1.89,24.15,1.24
511020,平安5-10年期国债活跃券ETF,2026-04-29,-0.07,1.32,0.66,0.90,1.18,28.69,116.95
530800,上180ETF,2026-04-29,0.92,1.31,5.02,-3.35,-1.78,23.36,1.23
561500,华泰柏瑞中证企业核心竞争力50ETF,2026-04-29,-0.18,1.31,4.58,-1.19,-1.96,-17.07,0.83
511130,博时上证30年期国债ETF,2026-04-29,-0.74,1.30,1.57,0.81,-1.44,8.81,105.69
159613,嘉实中证信息安全主题ETF,2026-04-29,-2.30,1.24,5.65,-7.81,-5.80,-1.50,0.98
530300,华泰柏瑞上证180ETF,2026-04-29,0.95,1.23,5.07,-3.48,-1.68,23.91,1.24
159825,富国中证农业主题ETF,2026-04-29,0.51,1.20,-0.92,-2.63,3.15,-15.73,0.84
159395,大成深证基准做市信用债ETF,2026-04-29,0.00,1.20,0.45,0.89,1.35,2.63,102.63
562920,易方达中证信息安全主题ETF,2026-04-29,-2.30,1.19,5.61,-7.82,-5.89,4.37,1.04
511070,南方上证基准做市公司债ETF,2026-04-29,-0.01,1.17,0.46,0.93,1.19,1.95,101.95
511190,海富通上证基准做市公司债ETF,2026-04-29,0.01,1.17,0.45,0.91,1.31,2.33,101.72
511220,海富通上证城投债ETF,2026-04-29,0.02,1.16,0.32,0.83,1.46,57.70,10.33
159827,农业50,2026-04-29,0.51,1.16,-0.93,-2.62,3.07,-9.14,0.91
513930,华泰柏瑞恒生生物科技ETF,2026-04-29,-4.60,1.15,0.19,1.15,1.15,1.15,1.01
159400,景顺长城深证AAA科技创新公司债ETF,2026-04-29,0.02,1.15,0.39,0.87,1.39,1.52,101.52
510270,国企ETF,2026-04-29,0.53,1.13,2.81,-4.46,1.70,78.35,1.53
159397,广发深证基准做市信用债ETF,2026-04-29,0.02,1.12,0.40,0.85,1.29,2.35,102.35
511200,华夏上证基准做市公司债ETF,2026-04-29,-0.01,1.12,0.48,0.93,1.16,2.27,102.27
159396,博时深证基准做市信用债ETF,2026-04-29,0.00,1.11,0.40,0.84,1.30,2.51,102.51
159116,科创债ETF工银,2026-04-29,-0.01,1.10,0.38,0.85,1.20,1.45,101.45
159110,万家深证AAA科技创新公司债ETF,2026-04-29,0.02,1.09,0.40,0.81,1.26,1.55,101.55
551510,华泰柏瑞中证AAA科技创新公司债ETF,2026-04-29,0.00,1.07,0.38,0.81,1.21,1.50,101.50
551000,博时上证AAA科创债ETF,2026-04-29,-0.00,1.06,0.42,0.84,1.20,1.11,101.11
159020,易方达中证畜牧养殖产业ETF,2026-04-29,1.23,1.05,1.05,1.05,1.05,1.05,1.01
159200,富国中证AAA科技创新公司债ETF,2026-04-29,-0.00,1.05,0.40,0.84,1.30,1.25,101.26
511010,国泰上证5年期国债ETF,2026-04-29,0.06,1.04,0.39,0.75,1.11,45.35,140.91
159112,科创债ETF银华,2026-04-29,0.00,1.04,0.37,0.82,1.19,1.30,101.30
511110,易方达上证基准做市公司债ETF,2026-04-29,-0.01,1.03,0.41,0.85,1.19,2.21,102.21
551300,摩根上证AAA科技创新公司债ETF,2026-04-29,0.00,1.03,0.40,0.82,1.14,1.33,101.33
530060,易方达上证综合ETF,2026-04-29,0.23,1.03,5.37,1.03,1.03,1.03,1.01
159700,南方中证AAA科技创新公司债ETF,2026-04-29,0.01,1.03,0.39,0.84,1.12,0.78,100.78
551500,易方达中证AAA科技创新公司债ETF,2026-04-29,0.01,1.03,0.38,0.81,1.22,1.36,101.36
530280,平安上证180ETF,2026-04-29,0.92,1.02,4.97,-3.66,-2.06,22.97,1.23
159398,天弘深证基准做市信用债ETF,2026-04-29,0.02,1.02,0.38,0.79,1.21,2.37,101.77
516080,易方达中证创新药产业ETF,2026-04-29,-0.12,1.02,3.24,-0.63,-7.88,-33.67,0.66
551900,招商中证AAA科技创新公司债ETF,2026-04-29,0.00,1.02,0.40,0.80,1.16,0.98,100.99
159111,天弘中证AAA科技创新公司债ETF,2026-04-29,-0.01,1.01,0.41,0.82,1.12,1.41,101.41
159115,华安中证AAA科技创新公司债ETF,2026-04-29,-0.00,1.01,0.36,0.81,1.15,1.27,101.27
551800,国泰中证AAA科技创新公司债ETF,2026-04-29,0.00,0.99,0.37,0.79,1.13,1.36,101.36
520610,港红利指,2026-04-29,1.25,0.99,3.22,0.99,0.99,0.99,1.01
551550,华夏中证AAA科技创新公司债ETF,2026-04-29,-0.00,0.99,0.37,0.76,1.13,0.97,100.97
511150,科创债ETF永赢,2026-04-29,0.01,0.99,0.33,0.76,1.21,1.44,101.45
511120,广发上证AAA科技创新公司债ETF,2026-04-29,0.00,0.98,0.38,0.82,1.17,1.01,101.02
512560,易方达中证军工ETF,2026-04-29,-3.07,0.98,6.56,-5.90,12.07,70.85,0.85
551030,鹏华上证AAA科创债ETF,2026-04-29,0.00,0.98,0.38,0.78,1.08,1.07,101.07
159816,0-4地债,2026-04-29,0.02,0.95,0.29,0.65,1.26,17.32,114.08
551560,兴业中证AAA科技创新公司债ETF,2026-04-29,-0.01,0.94,0.34,0.76,1.07,1.08,101.08
159858,南方中证创新药产业ETF,2026-04-29,-0.04,0.94,3.40,-0.63,-8.26,-33.36,0.67
159649,华安中债1-5年国开行债券ETF,2026-04-29,0.07,0.94,0.32,0.78,1.22,9.70,109.70
510040,鹏华上证180ETF,2026-04-29,0.89,0.93,4.79,-3.64,-1.99,19.14,1.19
159113,大成中证AAA科技创新公司债ETF,2026-04-29,-0.03,0.92,0.38,0.72,1.02,1.27,101.27
551580,泰康中证AAA科技创新公司债ETF,2026-04-29,0.00,0.92,0.35,0.75,1.19,1.44,101.44
551520,汇添富中证AAA科创债ETF,2026-04-29,-0.00,0.92,0.35,0.74,1.07,1.17,101.17
515950,富国中证医药50ETF,2026-04-29,1.43,0.92,2.29,-1.36,-7.51,4.61,0.93
551060,中银上证AAA科创债ETF,2026-04-29,0.00,0.90,0.32,0.73,0.98,1.10,101.10
159506,富国恒生港股通创新药及医疗保健ETF,2026-04-29,-6.02,0.89,-0.08,-7.98,-8.80,33.31,1.33
159600,嘉实中证AAA科技创新公司债ETF,2026-04-29,0.00,0.89,0.35,0.72,0.97,0.81,100.81
511030,平安中高等级公司债利差因子ETF,2026-04-29,0.01,0.83,0.27,0.67,1.15,21.39,107.65
159859,天弘国证生物医药ETF,2026-04-29,-0.59,0.78,4.17,-2.81,-9.66,-61.28,0.39
515210,国泰中证钢铁ETF,2026-04-29,-1.00,0.77,1.59,-7.49,3.90,71.86,1.46
159838,博时医药50ETF,2026-04-29,1.43,0.77,2.02,-1.49,-8.17,-42.53,0.57
563850,广发中证全指食品ETF,2026-04-29,1.96,0.74,3.35,-1.75,2.10,2.10,1.02
520500,华泰柏瑞恒生创新药ETF(QDII),2026-04-29,-7.08,0.72,-0.07,-4.71,-8.92,55.93,1.56
562860,嘉实中证疫苗与生物技术ETF,2026-04-29,-3.22,0.71,2.20,-4.05,-7.22,-31.74,0.68
159651,平安中债-0-3年国开行债券ETF,2026-04-29,0.05,0.70,0.24,0.58,0.99,7.61,107.61
563960,300质量ETF兴全,2026-04-29,1.03,0.68,2.13,1.34,0.73,0.73,1.01
159650,博时中债0-3年国开行ETF,2026-04-29,0.05,0.66,0.23,0.54,0.86,8.05,108.07
511580,招商中证国债及政策性金融债0-3年ETF,2026-04-29,0.02,0.63,0.22,0.49,0.78,9.17,109.18
159526,嘉实中证机器人ETF,2026-04-29,-0.01,0.63,9.93,-4.28,-2.08,49.68,1.50
512810,华宝中证军工ETF,2026-04-29,-3.00,0.62,6.46,-6.10,11.46,59.87,0.80
159108,博时国证工业软件主题ETF,2026-04-29,-1.67,0.61,7.20,-10.83,0.26,0.26,1.00
512120,华安中证细分医药ETF,2026-04-29,1.18,0.60,2.08,-0.85,-7.81,36.77,0.46
159197,招商国证石油天然气ETF,2026-04-29,3.23,0.60,0.25,0.60,0.60,0.60,1.01
