代码,名称,日期,周收益(%),近一月(%),近三月(%),近半年(%),近一年(%),总收益(%),净值
513310,华泰柏瑞中证韩交所中韩半导体ETF(QDII),2026-04-29,5.73,50.96,25.75,20.99,50.44,283.19,3.83
159981,建信能源化工期货ETF,2026-04-29,5.35,35.53,1.24,30.72,37.47,72.60,1.73
159309,汇添富中证油气资源ETF,2026-04-29,2.57,33.31,-0.35,8.89,43.26,53.43,1.53
561760,博时中证油气资源ETF,2026-04-29,2.55,33.00,-0.34,8.96,42.93,47.94,1.48
513350,富国标普石油天然气勘探及生产精选行业ETF(QDII),2026-04-28,4.02,32.80,-9.56,23.34,32.94,22.65,--
159518,嘉实标普石油天然气勘探及生产精选行业ETF(QDII),2026-04-28,4.01,32.77,-9.58,23.34,32.87,16.89,--
159326,华夏中证电网设备主题ETF,2026-04-29,-2.45,32.62,4.86,14.23,35.07,96.56,1.97
563150,油气资源,2026-04-29,2.59,32.43,-0.31,8.80,43.03,46.82,1.47
510770,申万菱信上证G60创新ETF,2026-04-29,3.73,31.03,19.44,12.49,29.57,-1.77,0.98
515050,华夏中证5G通信主题ETF,2026-04-29,-3.81,30.65,26.33,27.14,29.55,197.13,2.97
159994,5GETF,2026-04-29,-3.85,30.30,26.07,26.75,29.29,142.34,1.21
561570,华泰柏瑞中证油气产业ETF,2026-04-29,2.93,29.22,1.89,8.36,40.40,49.27,1.49
515880,国泰中证全指通信设备ETF,2026-04-29,-5.91,29.16,24.17,26.00,34.36,298.17,1.33
561360,国泰中证油气产业ETF,2026-04-29,2.95,29.13,1.69,7.80,40.01,59.08,1.59
159320,广发恒生A股电网设备ETF,2026-04-29,-3.15,28.57,5.39,12.42,31.46,112.39,2.12
515220,国泰中证煤炭ETF,2026-04-29,8.99,28.47,3.55,17.24,14.21,208.51,1.32
561380,国泰恒生A股电网设备ETF,2026-04-29,-3.24,28.31,5.18,12.12,30.96,111.18,2.11
159663,华夏中证机床ETF,2026-04-29,0.34,27.27,15.50,16.19,28.57,100.05,2.00
159667,国泰中证机床ETF,2026-04-29,0.25,27.11,15.33,16.05,28.29,101.82,2.02
159327,万家中证半导体材料设备主题ETF,2026-04-29,5.44,26.99,17.60,6.12,27.50,132.54,2.33
159516,国泰中证半导体材料设备主题ETF,2026-04-28,9.09,26.79,17.74,1.22,27.05,95.22,--
562590,华夏中证半导体材料设备主题ETF,2026-04-29,5.42,26.78,17.49,5.85,26.65,104.93,2.05
588710,华泰柏瑞上证科创板半导体材料设备主题ETF,2026-04-29,5.45,26.68,18.74,5.37,27.54,96.86,1.97
560780,广发中证半导体材料设备ETF,2026-04-29,5.40,26.66,17.44,5.77,26.46,114.38,2.14
159558,易方达中证半导体材料设备主题ETF,2026-04-29,5.38,26.61,17.39,5.79,26.61,128.07,2.28
588170,华夏上证科创板半导体材料设备主题ETF,2026-04-29,5.43,26.51,18.67,5.17,26.83,90.11,1.90
589020,鹏华科创板半导体材料设备主题ETF,2026-04-29,5.38,26.35,18.56,5.15,26.57,53.59,1.54
159695,嘉实国证通信ETF,2026-04-29,-5.27,26.18,19.70,21.12,36.59,183.14,2.83
159507,广发国证通信ETF,2026-04-29,-5.37,25.98,19.70,21.05,35.61,158.27,2.58
588780,国联安科创芯片设计ETF,2026-04-29,2.77,25.79,19.53,5.02,16.43,91.30,0.96
159363,华宝创业板人工智能ETF,2026-04-29,-7.21,25.63,17.25,10.39,33.68,148.40,1.24
589210,广发上证科创板芯片设计主题ETF,2026-04-29,2.80,25.60,19.46,4.95,31.94,31.94,1.32
159243,招商创业板人工智能ETF,2026-04-29,-7.11,25.57,17.24,10.62,25.62,25.62,1.26
159100,华夏布拉德斯科巴西伊博维斯帕ETF(QDII),2026-04-28,-4.04,25.53,7.85,4.27,23.37,23.37,--
159381,华夏创业板人工智能ETF,2026-04-29,-7.16,25.51,17.20,10.32,34.08,134.72,2.35
159246,富国创业板人工智能ETF,2026-04-29,-7.18,25.48,17.13,10.21,33.30,133.82,1.17
159382,南方创业板人工智能ETF,2026-04-29,-7.19,25.35,17.18,10.19,33.15,165.22,2.65
159242,大成创业板人工智能ETF,2026-04-29,-7.16,25.34,17.18,10.26,33.47,109.03,2.09
159388,国泰创业板人工智能ETF,2026-04-29,-7.17,25.34,17.20,10.25,33.75,153.95,1.02
159259,易方达国证成长100ETF,2026-04-29,0.23,25.15,20.92,17.03,23.96,32.36,1.32
561800,华富中证稀有金属主题ETF,2026-04-29,1.87,25.06,13.67,1.67,32.41,23.72,1.24
159583,富国中证通信设备主题ETF,2026-04-29,-7.28,25.04,21.09,21.29,38.87,225.94,1.63
159906,大成深证成长40ETF,2026-04-29,-1.29,25.04,13.60,21.81,27.49,82.74,1.83
159279,华安创业板人工智能ETF,2026-04-29,-7.16,24.99,16.97,10.15,33.02,41.08,1.41
520870,易方达伊塔乌巴西IBOVESPA ETF(QDII),2026-04-28,-4.25,24.93,7.26,4.43,22.39,22.39,--
159671,稀有金属ETF工银,2026-04-29,1.80,24.89,13.35,1.49,32.30,62.60,1.62
588810,富国上证科创板芯片ETF,2026-04-29,4.55,24.72,22.12,7.04,15.51,105.52,2.06
159608,广发中证稀有金属ETF,2026-04-29,1.75,24.70,13.17,1.34,31.78,32.91,1.33
562800,嘉实中证稀有金属主题ETF,2026-04-29,1.76,24.58,13.18,1.25,31.62,15.60,1.16
588990,博时上证科创板芯片ETF,2026-04-29,4.54,24.18,22.00,6.69,15.03,201.78,3.02
588890,南方上证科创板芯片ETF,2026-04-29,4.44,24.10,21.94,6.59,14.84,226.58,3.27
589100,国泰上证科创板芯片ETF,2026-04-29,4.37,23.88,21.73,6.43,14.83,85.96,1.86
588200,嘉实上证科创板芯片ETF,2026-04-29,4.38,23.87,21.77,6.42,14.59,190.71,2.90
588920,鹏华科创板芯片ETF,2026-04-29,4.48,23.85,21.69,6.52,14.62,86.18,1.86
159697,油气ETF,2026-04-29,3.17,23.82,-0.26,6.47,33.05,47.02,1.47
588290,华安上证科创板芯片ETF,2026-04-29,4.36,23.81,21.64,6.45,14.92,184.05,2.84
159588,景顺长城国证石油天然气ETF,2026-04-29,3.14,23.79,-0.21,6.50,33.08,38.20,1.38
588750,汇添富上证科创板芯片ETF,2026-04-29,4.36,23.76,21.72,6.37,14.45,93.26,1.93
512220,景顺长城中证科技传媒通信150ETF,2026-04-29,-0.10,23.46,22.24,13.49,17.13,250.26,3.45
159945,广发中证全指能源ETF,2026-04-29,5.63,23.41,1.06,9.80,24.04,45.49,1.45
588270,易方达上证科创板200ETF,2026-04-29,-2.17,23.36,12.51,6.97,26.46,74.08,1.74
159811,博时5G50ETF,2026-04-29,-2.80,23.34,22.20,20.68,20.03,180.31,2.80
588820,华夏上证科创板200ETF,2026-04-29,-2.15,23.31,12.40,6.91,26.25,99.44,1.99
159967,华夏创成长ETF,2026-04-29,-3.91,23.25,21.36,26.27,20.45,177.81,0.78
589780,富国上证科创板200ETF,2026-04-29,-2.15,23.18,12.42,6.92,26.38,26.72,1.27
159930,汇添富中证能源ETF,2026-04-29,5.78,23.11,2.77,11.60,25.29,81.61,1.80
159511,南方中证通信服务ETF,2026-04-29,-5.61,22.94,15.18,12.52,27.81,129.82,2.30
588140,广发上证科创板200ETF,2026-04-29,-2.19,22.93,12.33,6.62,25.70,25.49,1.25
588230,华泰柏瑞上证科创板200ETF,2026-04-29,-2.29,22.83,12.25,6.57,26.00,86.94,1.87
589200,科创200ETF工银,2026-04-29,-2.27,22.44,11.99,6.31,24.86,43.14,1.43
588240,鹏华科创板200ETF,2026-04-29,-2.10,22.43,12.20,6.45,24.52,71.32,1.71
159582,博时中证半导体产业ETF,2026-04-29,6.51,22.28,19.07,6.03,20.52,173.29,2.73
561980,招商中证半导体产业ETF,2026-04-29,6.39,22.07,18.93,5.85,20.29,148.33,2.48
589820,建信上证科创板200ETF,2026-04-29,-2.37,21.68,11.99,5.83,24.20,30.40,1.30
563210,富国恒生A股专精特新企业ETF,2026-04-29,-1.05,21.58,12.50,4.36,20.82,83.21,1.83
589260,国泰上证科创板芯片设计主题ETF,2026-04-29,2.61,21.49,21.44,21.49,21.49,21.49,1.21
589250,浦银安盛科创板芯片设计ETF,2026-04-29,2.64,21.17,21.00,21.17,21.17,21.17,1.21
159290,创业板综指增强ETF东财,2026-04-29,-1.04,21.10,13.37,14.31,21.71,26.21,1.26
588550,易方达上证科创板综合增强策略ETF,2026-04-29,-0.02,19.94,16.04,6.35,17.58,28.71,1.29
159597,易方达创业板成长ETF,2026-04-29,-2.07,19.72,16.93,16.02,17.28,145.20,2.45
510170,国联安上证商品ETF,2026-04-29,0.54,19.28,6.53,-6.25,22.02,84.25,1.49
159140,易方达中证科创创业人工智能ETF,2026-04-29,-1.99,19.25,19.07,5.01,24.34,24.34,1.24
159732,华夏国证消费电子主题ETF,2026-04-29,0.03,19.22,21.64,13.10,11.15,32.21,1.32
588160,南方上证科创板新材料ETF,2026-04-29,0.96,19.13,12.91,7.11,19.05,4.76,1.05
159139,华泰柏瑞中证科创创业人工智能ETF,2026-04-29,-2.17,18.99,19.07,5.00,23.77,23.77,1.24
588010,博时上证科创板新材料ETF,2026-04-29,0.96,18.97,12.83,7.08,18.94,2.64,1.03
159175,易方达中证电池主题ETF,2026-04-29,4.39,18.84,11.65,18.84,18.84,18.84,1.19
588500,易方达上证科创板100增强策略ETF,2026-04-29,-0.08,18.83,14.36,3.81,21.18,138.62,2.39
588070,万家上证科创板成长ETF,2026-04-29,-0.90,18.63,15.67,9.80,19.06,102.21,2.02
588110,广发上证科创板成长ETF,2026-04-29,-1.33,18.63,15.30,9.74,18.23,128.66,2.29
588020,易方达上证科创板成长ETF,2026-04-29,-1.38,18.47,15.23,9.60,18.46,134.46,2.34
588410,鹏华中证科创创业人工智能ETF,2026-04-29,-2.23,18.40,18.71,4.54,19.45,19.45,1.19
512480,国联安半导体ETF,2026-04-29,3.33,18.40,18.02,2.41,11.50,246.52,1.73
159141,科创创业人工智能ETF永赢,2026-04-29,-2.42,18.33,18.45,4.24,18.21,18.21,1.18
588430,科创创业人工智能ETF工银,2026-04-29,-2.43,18.31,18.39,4.29,21.72,21.72,1.22
589180,汇添富上证科创板新材料ETF,2026-04-29,0.78,18.30,12.42,6.55,18.00,69.24,1.69
588210,易方达上证科创板100ETF,2026-04-29,0.14,18.29,13.72,3.59,19.66,61.51,1.62
588900,南方上证科创板100ETF,2026-04-29,0.10,18.21,13.68,3.57,19.41,64.93,1.65
159142,景顺长城中证科创创业人工智能ETF,2026-04-29,-2.39,18.14,18.35,4.24,19.86,19.86,1.20
589950,富国上证科创板100ETF,2026-04-29,0.16,18.12,13.78,3.47,19.66,20.08,1.20
588880,华泰柏瑞上证科创板100ETF,2026-04-29,0.09,18.10,13.57,3.53,19.77,59.40,1.59
563030,易方达中证500增强策略ETF,2026-04-29,0.83,17.99,10.73,4.79,15.92,58.72,1.59
588420,摩根中证科创创业人工智能ETF,2026-04-29,-2.44,17.99,18.33,4.13,19.64,19.64,1.20
159909,深证TMT50ETF,2026-04-29,-1.76,17.97,18.69,13.83,14.05,280.90,1.26
159761,国泰中证新材料主题ETF,2026-04-29,3.95,17.97,12.56,10.36,20.46,-14.21,0.86
516710,华夏中证新材料主题ETF,2026-04-29,3.95,17.86,12.49,10.13,19.44,-19.21,0.81
589700,南方上证科创板成长ETF,2026-04-29,-1.48,17.85,14.97,9.12,17.81,95.59,1.96
588800,华夏上证科创板100ETF,2026-04-29,0.01,17.80,13.51,3.18,19.59,59.78,1.60
516890,平安中证新材料主题ETF,2026-04-29,3.89,17.75,12.38,10.07,19.34,-15.83,0.84
159703,天弘中证新材料主题ETF,2026-04-29,3.93,17.64,12.41,10.05,18.86,-2.32,0.98
516360,华宝新材料ETF,2026-04-29,3.92,17.61,12.36,10.08,19.09,11.20,1.11
159763,建信中证新材料主题ETF,2026-04-29,3.94,17.58,12.47,9.98,18.90,-21.56,0.78
589980,汇添富上证科创板100ETF,2026-04-29,-0.05,17.57,13.30,3.07,18.43,66.59,1.67
588120,国泰上证科创板100ETF,2026-04-29,0.06,17.54,13.56,3.01,18.97,63.57,1.64
588980,广发上证科创板100ETF,2026-04-29,-0.01,17.49,13.30,3.06,18.06,47.10,1.47
588030,博时科创100ETF,2026-04-29,-0.02,17.45,13.40,3.01,18.78,62.62,1.63
588190,科创100,2026-04-29,-0.05,17.41,13.30,3.03,18.50,61.57,1.62
516350,易方达中证芯片产业ETF,2026-04-29,3.53,17.37,18.27,2.01,9.49,40.12,1.40
588220,科创100ETF基金,2026-04-29,-0.04,17.34,13.28,2.95,18.46,61.84,1.62
588100,嘉实上证科创板新一代信息技术ETF,2026-04-29,3.88,17.12,19.32,1.68,8.53,126.13,2.26
159310,天弘中证芯片产业ETF,2026-04-29,3.54,17.04,18.10,1.76,8.96,141.66,2.42
159560,景顺长城中证芯片产业ETF,2026-04-29,3.57,17.01,18.01,1.79,9.17,94.24,1.94
562820,嘉实中证全指集成电路ETF,2026-04-29,2.12,16.88,18.50,1.06,8.05,164.52,2.65
588850,嘉实上证科创板工业机械ETF,2026-04-29,-0.02,16.87,15.24,4.07,17.69,61.23,1.61
516640,富国中证芯片产业ETF,2026-04-29,3.54,16.83,18.08,1.62,8.47,23.87,1.24
516050,科技龙头ETF工银,2026-04-29,-0.65,16.82,18.07,9.41,10.27,23.19,1.23
159156,万家国证新能源车电池ETF,2026-04-29,3.98,16.81,10.92,16.81,16.81,16.81,1.17
159129,嘉实中证细分化工产业主题ETF,2026-04-29,5.51,16.76,8.75,3.82,25.32,25.32,1.25
159599,芯片ETF基金,2026-04-29,3.53,16.75,17.98,1.61,8.60,139.98,2.40
159997,天弘中证电子ETF,2026-04-29,1.68,16.74,21.09,9.27,7.20,90.03,1.90
159743,博时湖北新旧动能转换ETF,2026-04-29,-3.05,16.64,10.19,7.74,22.83,41.40,1.41
589960,易方达上证科创板新能源ETF,2026-04-29,1.77,16.64,4.68,2.37,13.03,17.22,1.17
159840,锂电池ETF工银,2026-04-29,3.96,16.64,11.03,16.46,12.72,-0.12,1.00
159775,建信国证新能源车电池ETF,2026-04-29,3.98,16.61,10.90,16.53,12.39,3.82,1.04
159755,广发国证新能源车电池ETF,2026-04-29,3.96,16.59,10.97,16.42,12.59,24.66,1.25
159757,景顺长城国证新能源车电池ETF,2026-04-29,3.92,16.59,10.98,16.38,12.94,3.32,1.03
516920,汇添富中证芯片产业ETF,2026-04-29,3.45,16.59,17.82,1.45,8.17,20.34,1.20
159133,天弘中证细分化工产业主题ETF,2026-04-29,5.49,16.57,8.64,3.69,28.89,28.89,1.29
159291,招商创业板综合增强策略ETF,2026-04-29,-1.18,16.56,11.54,9.38,13.92,25.20,1.25
515260,华宝中证电子50ETF,2026-04-29,1.90,16.53,21.84,10.46,5.99,53.23,0.77
515000,华宝中证科技龙头ETF,2026-04-29,-0.59,16.53,17.99,9.22,9.91,131.66,1.16
512770,华夏战略新兴成指ETF,2026-04-29,-1.00,16.50,17.88,12.82,12.15,144.27,2.44
588260,华安上证科创板新一代信息技术ETF,2026-04-29,3.65,16.49,18.62,1.24,7.70,121.49,2.21
516220,国泰中证细分化工产业主题ETF,2026-04-29,5.41,16.48,8.62,3.68,31.80,5.94,1.06
159767,兴银国证新能源车电池ETF,2026-04-29,3.92,16.48,10.83,16.29,12.33,1.29,1.01
516120,富国中证细分化工产业主题ETF,2026-04-29,5.46,16.47,8.60,3.58,32.25,4.08,1.04
159370,创50ETF工银,2026-04-29,-2.27,16.47,13.73,14.50,11.60,95.10,1.95
159540,易方达国证信息技术创新主题ETF,2026-04-29,1.89,16.46,15.10,-0.31,5.68,83.00,1.83
516020,华宝化工ETF,2026-04-29,5.47,16.44,8.56,3.59,31.78,1.78,1.02
159371,富国创业板50ETF,2026-04-29,-2.26,16.43,13.71,14.45,11.48,84.70,1.85
159375,国泰创业板50ETF,2026-04-29,-2.25,16.43,13.72,14.46,11.76,96.75,1.97
159298,大成创业板50ETF,2026-04-29,-2.25,16.42,13.66,14.40,11.56,30.19,1.30
588770,摩根上证科创板新一代信息技术ETF,2026-04-29,3.67,16.42,18.85,1.16,7.54,61.12,1.61
159369,易方达创业板50ETF,2026-04-29,-2.17,16.42,13.79,14.53,11.70,50.30,1.50
159546,国泰中证全指集成电路ETF,2026-04-29,1.96,16.39,18.17,0.68,7.71,113.29,2.13
159373,嘉实创业板50ETF,2026-04-29,-2.26,16.39,13.68,14.39,11.56,88.82,1.89
512760,国泰CES半导体芯片行业ETF,2026-04-29,3.42,16.31,17.75,1.29,8.35,275.92,0.94
159870,化工ETF,2026-04-29,5.45,16.31,8.52,3.50,31.43,-4.25,0.96
159372,万家创业板50ETF,2026-04-29,-2.27,16.30,13.66,14.40,11.42,96.64,1.97
516570,易方达中证石化产业ETF,2026-04-29,4.69,16.28,5.25,1.40,32.11,15.56,1.16
159367,华夏创业板50ETF,2026-04-29,-2.27,16.20,13.53,14.20,11.20,85.79,1.86
589990,华泰柏瑞上证科创板综合ETF,2026-04-29,1.29,16.18,12.86,3.79,12.66,55.78,1.56
159781,易方达中证科创创业50ETF,2026-04-29,-1.03,16.14,15.82,12.70,9.81,6.47,1.06
159682,景顺长城创业板50ETF,2026-04-29,-2.26,16.11,13.46,14.13,11.14,71.55,1.71
588680,广发上证科创板100增强策略ETF,2026-04-29,0.12,16.10,12.05,2.37,17.21,134.55,2.35
159681,创50ETF,2026-04-29,-2.26,16.10,13.39,14.12,11.11,73.31,1.73
588360,国泰中证科创创业50ETF,2026-04-29,-1.09,16.09,15.81,12.59,10.18,15.93,1.16
588330,华宝双创龙头ETF,2026-04-29,-0.90,16.07,15.96,12.77,9.96,8.11,1.08
159949,华安创业板50ETF,2026-04-29,-2.28,16.02,13.50,14.08,11.03,76.57,1.77
562950,易方达中证消费电子主题ETF,2026-04-29,1.09,16.00,22.70,10.78,5.29,44.06,1.44
159603,天弘中证科创创业50ETF,2026-04-29,-1.09,15.99,15.96,12.69,9.57,64.54,1.65
159782,双创50,2026-04-29,-1.12,15.98,15.57,12.58,9.78,6.34,1.06
159383,华泰柏瑞创业板50ETF,2026-04-29,-2.24,15.97,13.50,14.11,11.37,83.67,1.84
588400,嘉实中证科创创业50ETF,2026-04-29,-0.95,15.96,15.98,12.64,9.78,7.65,1.08
159915,易方达创业板ETF,2026-04-29,-1.62,15.93,12.42,12.28,11.98,323.77,3.70
589600,富国上证科创板综合价格ETF,2026-04-29,0.77,15.93,13.77,3.61,12.91,49.75,1.50
588300,招商中证科创创业50ETF,2026-04-29,-0.98,15.93,15.85,12.57,9.73,9.68,1.10
588350,鹏扬中证科创创业50ETF,2026-04-29,-0.96,15.92,15.90,12.60,9.65,64.99,1.65
516090,易方达中证新能源ETF,2026-04-29,1.73,15.87,4.49,9.31,12.86,29.40,0.65
159779,招商中证消费电子主题ETF,2026-04-29,1.08,15.86,22.47,10.65,5.16,33.10,1.33
588960,富国上证科创板新能源ETF,2026-04-29,1.84,15.85,4.73,1.83,12.11,53.22,1.53
159783,华夏中证科创创业50ETF,2026-04-29,-1.03,15.85,15.81,12.54,9.47,6.81,1.07
588380,富国中证科创创业50ETF,2026-04-29,-0.97,15.84,15.88,12.57,9.54,8.70,1.09
159198,富国中证港股通信息技术综合ETF,2026-04-29,1.37,15.80,15.79,15.80,15.80,15.80,1.16
159731,华夏中证石化产业ETF,2026-04-29,4.64,15.79,5.04,0.99,31.51,6.23,1.06
589800,易方达上证科创板综合ETF,2026-04-29,0.69,15.78,13.69,3.50,12.65,50.96,1.51
588390,博时中证科创创业50ETF,2026-04-29,-0.85,15.75,15.93,12.55,9.39,15.36,1.15
159821,BOCI创业,2026-04-29,-1.73,15.74,12.34,12.14,11.59,38.79,1.39
159780,南方中证科创创业50ETF,2026-04-29,-1.02,15.72,15.81,12.42,9.21,6.23,1.06
589300,嘉实上证科创板综合ETF,2026-04-29,0.79,15.69,13.73,3.49,12.62,64.79,1.64
589060,科创综指ETF东财,2026-04-29,0.83,15.69,13.75,3.37,12.17,57.77,1.58
159205,创业板ETF东财,2026-04-29,-1.72,15.66,12.37,12.07,11.63,80.27,1.80
589860,天弘上证科创板综合ETF,2026-04-29,0.77,15.65,13.71,3.36,12.34,49.91,1.50
515320,华安中证电子50ETF,2026-04-29,1.74,15.64,21.26,9.70,4.49,39.15,1.39
159325,南方中证半导体行业精选ETF,2026-04-29,4.50,15.62,19.32,1.71,7.87,72.78,1.73
159537,国泰国证信息技术创新主题ETF,2026-04-29,1.79,15.60,14.87,-0.88,4.50,73.32,1.73
589770,招商上证科创板综合ETF,2026-04-29,0.77,15.58,13.69,3.35,12.20,51.60,1.52
159539,广发国证信创ETF,2026-04-29,1.79,15.57,14.89,-0.93,4.57,71.87,1.72
589900,博时科创综指ETF,2026-04-29,0.81,15.56,13.60,3.34,12.38,50.99,1.51
159952,广发创业板ETF,2026-04-29,-1.73,15.55,12.32,12.03,11.49,124.29,2.24
159678,博时中证500增强ETF,2026-04-29,0.38,15.55,10.82,1.06,14.21,62.38,1.62
561100,富国中证消费电子主题ETF,2026-04-29,1.05,15.53,22.39,10.35,4.34,50.00,1.50
589890,景顺长城上证科创板综合价格ETF,2026-04-29,0.83,15.51,13.74,3.26,11.82,49.62,1.50
159957,华夏创业板ETF,2026-04-29,-1.74,15.51,12.31,11.97,11.40,142.06,2.42
159808,融通创业板ETF,2026-04-29,-1.73,15.50,12.33,12.03,11.58,42.19,1.42
588670,嘉实上证科创板综合增强策略ETF,2026-04-29,0.13,15.50,13.05,2.38,13.33,65.38,1.65
159538,富国国证信息技术创新主题ETF,2026-04-29,1.77,15.50,14.84,-0.93,4.16,74.20,1.74
512330,南方中证500信息技术ETF,2026-04-29,0.56,15.49,16.37,0.44,11.75,68.17,1.68
159977,天弘创业板ETF,2026-04-29,-1.74,15.48,12.27,11.95,11.36,126.15,1.92
159964,平安创业板ETF,2026-04-29,-1.74,15.47,12.25,11.95,11.53,140.71,2.41
159948,南方创业板ETF,2026-04-29,-1.74,15.47,12.25,11.94,11.31,100.55,4.08
159958,创业板ETF工银,2026-04-29,-1.76,15.46,12.24,11.91,11.46,123.28,2.23
159610,景顺长城中证500增强策略ETF,2026-04-29,1.21,15.45,11.28,2.89,12.40,28.20,1.28
159971,富国创业板ETF,2026-04-29,-1.74,15.45,12.27,11.94,11.30,146.03,1.28
516160,南方中证新能源ETF,2026-04-29,1.67,15.43,4.24,8.90,12.05,1.88,3.30
159875,嘉实中证新能源ETF,2026-04-29,1.71,15.43,4.36,8.94,12.09,-22.13,0.78
516850,华夏中证新能源ETF,2026-04-29,1.65,15.43,4.30,8.90,12.61,20.91,1.21
562880,嘉实中证电池主题ETF,2026-04-29,4.26,15.42,11.30,19.65,10.97,-1.32,0.99
589500,科创综指ETF工银,2026-04-29,0.80,15.40,13.71,3.26,12.49,51.80,1.52
159908,博时创业板ETF,2026-04-29,-1.72,15.38,12.20,11.88,11.41,243.21,3.43
589000,华夏上证科创板综合ETF,2026-04-29,0.69,15.37,13.65,3.09,11.87,50.58,1.51
561160,富国中证电池主题ETF,2026-04-29,4.21,15.36,11.28,19.59,10.90,-3.28,0.97
589660,南方上证科创板综合ETF,2026-04-29,0.77,15.36,13.73,3.05,11.91,51.22,1.51
159956,建信创业板ETF,2026-04-29,-1.73,15.35,12.31,11.88,11.19,134.10,2.34
159709,物联网ETF工银,2026-04-29,-2.09,15.32,15.68,7.69,17.07,64.11,1.64
516580,博时新能源ETF,2026-04-29,1.67,15.31,4.31,8.82,11.94,-23.12,0.77
588830,鹏华科创板新能源ETF,2026-04-29,1.72,15.31,4.39,1.37,11.00,68.60,1.69
159810,浦银安盛创业板ETF,2026-04-29,-1.73,15.30,12.19,11.84,11.21,48.48,1.48
159153,鹏华国证消费电子主题ETF,2026-04-29,-0.03,15.29,21.35,15.29,15.29,15.29,1.15
159196,易方达中证港股通信息技术综合ETF,2026-04-29,1.37,15.26,15.34,15.26,15.26,15.26,1.15
588310,方正富邦科创创业50ETF,2026-04-29,-1.08,15.23,15.38,11.99,8.66,15.02,1.15
588660,兴银中证科创创业50ETF,2026-04-29,-1.01,15.22,15.40,11.88,8.77,79.01,1.79
589630,国泰上证科创板综合ETF,2026-04-29,0.58,15.20,13.12,3.22,12.10,53.04,1.53
589880,建信上证科创板综合ETF,2026-04-29,0.60,15.09,13.33,2.91,11.34,49.95,1.50
589050,兴业科创价格ETF,2026-04-29,0.69,15.05,13.42,2.90,11.07,32.22,1.32
561910,招商中证电池主题ETF,2026-04-29,4.17,15.05,11.00,19.38,10.55,-3.66,0.96
589080,汇添富上证科创板综合ETF,2026-04-29,0.65,15.04,13.40,2.87,11.32,49.84,1.50
159796,汇添富中证电池主题ETF,2026-04-29,4.13,15.04,10.94,19.27,10.19,12.85,1.13
513000,易方达奥明日经225ETF(QDII),2026-04-29,0.58,14.96,12.05,7.00,8.40,102.10,2.02
561600,平安中证消费电子主题ETF,2026-04-29,0.90,14.94,22.05,9.87,3.62,38.43,1.38
510410,博时上证自然资源ETF,2026-04-29,0.18,14.91,4.93,-9.38,19.56,108.89,2.09
159866,日经ETF工银,2026-04-29,0.59,14.85,11.92,6.73,8.17,50.59,1.51
159806,国泰中证新能源汽车ETF,2026-04-29,4.61,14.84,12.49,14.71,13.56,180.71,0.94
159637,新能源车龙头ETF,2026-04-29,4.62,14.84,12.35,14.65,13.41,6.25,1.06
513520,华夏野村日经225ETF,2026-04-29,0.48,14.83,11.68,6.52,7.88,100.74,2.01
159752,申万菱信中证内地新能源主题ETF,2026-04-29,1.68,14.81,3.61,11.24,9.39,-21.92,0.78
159665,半导体龙头ETF工银,2026-04-29,3.47,14.81,17.09,-0.06,5.90,105.26,2.05
530100,易方达上证580ETF,2026-04-29,-1.61,14.77,9.30,3.58,17.35,20.14,1.20
589130,易方达上证科创板芯片ETF,2026-04-29,4.42,14.76,21.89,6.58,14.66,14.66,1.15
561310,国泰中证消费电子主题ETF,2026-04-29,0.89,14.76,21.93,9.73,3.44,34.09,1.34
159675,嘉实创业板增强策略ETF,2026-04-29,-1.94,14.74,12.59,12.42,8.60,52.02,1.52
159368,华夏创业板新能源ETF,2026-04-29,2.29,14.70,5.94,11.47,6.90,67.78,1.68
159533,博时中证2000ETF,2026-04-29,-0.62,14.68,8.95,3.99,19.78,106.26,2.06
561550,华泰柏瑞中证500增强策略ETF,2026-04-29,1.08,14.67,10.91,2.45,13.36,46.53,1.47
589680,鹏华科创板综合ETF,2026-04-29,0.58,14.65,13.05,2.81,11.02,47.75,1.48
159295,西部利得创业板综合ETF,2026-04-29,-2.90,14.61,11.04,7.85,14.63,14.64,1.15
513880,华安日经225ETF,2026-04-29,0.41,14.59,12.13,6.82,8.17,87.13,1.87
515700,平安中证新能源汽车产业ETF,2026-04-29,4.54,14.59,12.28,14.44,13.60,186.19,2.86
516270,华安中证内地新能源主题ETF,2026-04-29,1.66,14.58,3.43,11.10,9.21,-24.02,0.76
530530,华夏上证580ETF,2026-04-29,-1.57,14.56,9.18,3.36,17.02,19.68,1.20
159389,嘉实中证诚通国企数字经济ETF,2026-04-29,2.53,14.53,16.67,4.34,8.95,62.45,1.62
159183,招商中证新能源汽车ETF,2026-04-29,4.43,14.52,11.87,14.52,14.52,14.52,1.15
159387,国泰创业板新能源ETF,2026-04-29,2.27,14.48,5.84,11.25,6.77,85.32,0.93
588320,广发中证科创创业50增强策略ETF,2026-04-29,-1.13,14.46,14.55,11.96,9.12,70.07,1.70
588910,建信上证智选科创板创新价值ETF,2026-04-29,0.06,14.40,9.86,1.18,11.91,49.39,1.49
159824,博时新能源汽车ETF,2026-04-29,4.42,14.37,12.09,14.28,13.05,42.55,1.43
515030,华夏中证新能源汽车ETF,2026-04-29,4.47,14.37,12.10,14.28,13.05,113.66,2.14
